49285	333152
38794	333067
17190	333033
23990	333002
24342	332779
4045	332739
6257	332679
4408	332646
13622	332544
24339	332447
31622	332403
14561	332370
45418	332341
40004	332167
36395	332129
47398	332104
26813	332049
13904	331986
30435	331906
43338	331784
35499	331775
3662	331769
46978	331736
9167	331645
28763	331523
33642	331468
239	331437
13076	331413
48879	331246
6742	331219
6907	331195
39342	331101
16757	331070
30381	330920
12079	330712
10848	330669
43458	330592
3921	330570
38674	330548
31676	330542
32597	330483
43479	330182
19609	330105
41491	330056
9338	330036
8334	329924
13283	329905
32221	329896
34419	329863
40841	329740
25971	329739
40869	329620
43634	329618
35226	329411
42986	329251
11831	329202
16915	329188
2888	329172
538	329052
41759	328806
28371	328747
10243	328516
38287	328460
11252	328454
12144	328428
30677	328404
32992	328376
46351	328351
24282	328021
46727	327870
46161	327678
34188	327647
29790	327590
17281	327584
4503	327571
36325	327406
31017	327396
29954	327374
41785	327296
18512	326906
23884	326825
43774	326818
42111	326766
28711	326753
10464	326702
31521	326659
32209	326615
41881	326576
16525	326358
10827	326337
44213	326178
38818	325961
47957	325905
5609	325615
44313	325607
9790	325491
28825	325484
36758	325313
5107	325000
34048	324976
7889	324741
27760	324569
1244	324542
7141	324533
1815	324354
10876	324329
1176	324312
41650	324306
42887	324141
19619	324126
46739	324102
40570	323977
39800	323950
26919	323938
12898	323844
7695	323693
35964	323640
39622	323626
36415	323539
11839	323473
4305	323464
5495	323437
42286	323365
47116	323285
20805	323105
4957	322873
44989	322822
24118	322788
38240	322761
3881	322759
27109	322750
4269	322678
24960	322539
48380	322495
11739	322422
10010	322380
36738	322168
5136	322145
8267	321928
19417	321757
9869	321645
25251	321634
37729	321565
43074	321559
22441	321505
18261	321234
37859	321224
10015	321222
24020	321156
7704	321127
4365	321032
8889	321009
9086	320942
408	320851
33266	320843
33709	320731
25876	320602
38926	320414
35059	320383
28402	320336
41800	320304
12891	320286
14485	320233
4207	320225
19643	320205
13855	319952
2520	319905
23172	319854
21197	319822
48628	319744
11431	319690
47769	319682
37322	319599
47042	319596
29451	319560
42545	319529
23500	319413
17220	319399
11082	319251
9334	318883
14980	318794
5160	318789
48696	318705
35261	318684
44451	318668
38255	318458
21844	318303
27790	318242
36571	318219
49282	318204
20402	318031
33257	317884
19610	317876
34679	317781
24608	317767
226	317751
26392	317638
6394	317630
26895	317629
32058	317621
44342	317619
5402	317608
2478	317453
28695	317347
23370	317255
34141	317252
31319	317234
37978	317182
25122	317075
7300	317031
5421	317027
49968	316922
25889	316840
4555	316605
33933	316507
24666	316491
28440	316471
26696	316404
36544	316391
17084	316303
30458	316283
23878	316274
48705	316207
9491	316204
23400	316185
41744	316096
23711	316050
13112	316024
42133	315778
9976	315707
38861	315477
40919	315435
19125	315236
1148	315169
48657	315105
35770	315096
29902	314979
8961	314934
6634	314929
12936	314907
31153	314851
25664	314782
18814	314769
39218	314698
39167	314650
33522	314597
18796	314580
47890	314543
42301	314514
43394	314396
35239	314198
19490	314168
34890	314128
19942	314074
24701	314050
8486	313993
25270	313845
32854	313799
32168	313788
29621	313747
41667	313711
17766	313693
34424	313604
2760	313595
38867	313528
24043	313520
15820	313400
6626	313367
36259	313341
16040	313337
46128	313233
9593	313185
32252	313167
14592	313143
8086	312964
40482	312754
18237	312726
41439	312685
22409	312567
19920	312514
33921	312502
23701	312495
1212	312439
1400	312406
30457	312248
22400	311913
39076	311880
13238	311844
20486	311840
30850	311816
3468	311773
44075	311727
1357	311726
42319	311672
319	311608
24417	311569
22734	311464
13052	311367
46401	311359
11273	311311
28791	311279
26628	311220
46664	311157
14199	311060
8309	311042
8312	311023
39488	310905
28218	310874
38347	310866
19616	310850
22601	310827
34285	310798
11638	310661
29669	310632
40166	310614
40599	310488
14555	310356
32238	310330
7473	310289
47183	310269
25677	310240
41873	310221
811	310217
35431	310200
42154	310176
40768	310171
28971	310164
24350	310132
32083	310115
28118	309892
35207	309855
36471	309755
40312	309754
28414	309747
30553	309743
8226	309737
15359	309703
19355	309675
36641	309640
37561	309573
21596	309487
42432	309470
35387	309390
48837	309326
5614	309221
41408	309152
1971	309025
44591	308953
9380	308930
20623	308903
23130	308857
31539	308834
34246	308825
35469	308732
14298	308700
48778	308474
47159	308457
46496	308417
20617	308411
44743	308375
35934	308321
20587	308286
7333	308279
1832	308201
5585	308184
43211	308059
22087	308056
49617	307996
15139	307846
33478	307842
48483	307837
866	307808
36349	307794
40548	307751
11982	307736
14491	307664
6029	307653
30915	307527
48040	307223
43060	307200
36997	307147
24592	306963
7399	306939
41189	306882
27732	306668
35843	306598
4122	306430
24798	306351
4021	306311
47225	306296
28611	306236
8551	306231
33425	306053
5762	305955
19090	305749
10866	305685
39226	305666
18197	305653
28400	305643
12082	305619
29604	305614
5771	305586
32758	305583
24654	305482
32878	305476
4768	305458
34133	305414
21508	305364
6988	305359
43606	305130
28426	305051
8619	305034
44404	305021
47303	305002
27803	304875
49283	304653
18916	304504
37775	304494
11503	304414
42984	304394
14896	304364
42543	304364
25902	304242
39856	304112
41088	304112
45986	304079
6299	303930
30905	303905
35141	303887
29854	303817
30684	303755
36492	303745
49679	303718
45854	303695
19028	303628
1251	303604
17348	303535
25743	303498
23377	303485
38539	303424
39192	303390
31122	303338
24591	303210
8083	303182
45603	303174
27134	303149
41102	303148
14682	303119
8379	303111
32210	303078
22781	303031
34940	302906
48454	302787
14394	302786
35741	302786
25767	302729
20740	302676
41455	302650
45528	302538
49894	302533
25532	302365
3443	302302
32846	302143
27626	302062
36590	302031
39031	301992
30377	301989
23707	301966
38112	301853
45417	301760
22206	301713
39093	301527
8415	301481
41446	301375
45257	301291
25740	301279
39303	301273
13425	301153
23062	301086
45575	301054
39643	301037
44185	301014
29946	300975
21657	300940
9191	300862
30947	300835
7340	300795
14079	300720
13999	300709
26524	300695
25702	300651
8881	300511
30183	300359
44510	300288
49145	300252
35610	300238
26005	300232
23282	300179
11267	300043
16259	299854
11661	299775
24379	299721
48631	299677
35623	299656
6928	299635
9658	299449
13682	299351
37711	299288
24191	299278
17807	299272
45105	299254
4937	299231
39678	299231
19087	299124
48635	298971
43996	298892
37641	298784
31655	298732
44559	298581
25188	298482
49385	298414
25787	298402
8439	298372
22003	298371
9933	298364
45422	298222
48122	298096
1064	298056
26310	297978
11052	297796
25226	297787
39277	297781
37300	297733
32244	297543
27587	297515
20206	297416
49002	297416
8376	297329
40765	297324
25097	297298
46656	297207
35056	297117
43045	297095
39525	297078
5382	296916
4396	296894
9879	296885
31196	296833
9198	296807
46416	296777
16462	296752
34783	296727
33741	296725
3481	296708
47481	296507
27282	296482
31724	296416
25483	296311
14170	296286
24578	296252
6545	296230
14109	296193
17543	296190
12257	296050
10379	295989
16763	295967
2584	295959
17150	295941
42613	295940
23597	295918
16142	295899
19382	295825
2397	295756
2827	295606
3580	295580
40656	295575
4501	295507
28195	295431
30508	295383
23452	295368
18866	295285
34145	295178
42777	295162
16841	295146
12304	295053
49969	295003
15227	294948
7442	294880
45968	294827
44035	294826
29387	294825
44776	294772
29793	294747
16542	294699
21851	294698
33232	294698
21149	294676
42822	294642
4388	294614
23677	294612
20438	294565
49526	294565
26503	294483
28663	294469
25709	294336
37155	294328
49431	294234
41309	294225
21322	294154
11510	294148
49904	294109
40304	294057
30680	294046
40169	294045
30236	294009
16543	293978
10410	293892
25788	293850
42383	293791
36287	293790
39849	293773
45825	293731
36623	293639
22875	293618
7202	293602
20748	293583
14175	293554
7475	293539
27625	293435
15185	293414
9244	293398
31243	293390
18752	293378
48229	293320
17603	293312
6718	293261
32605	293261
35640	292953
15183	292942
9523	292919
17440	292880
18535	292785
5598	292754
19353	292727
31493	292609
32145	292601
5170	292593
32503	292504
41936	292491
46070	292483
25409	292451
44465	292450
33418	292312
46047	292282
34520	292240
42936	292233
22280	292231
7336	292223
3165	292208
30968	292178
44168	292148
29458	292105
4558	292095
31853	292055
32258	292040
36866	291958
3766	291955
38753	291874
5586	291868
45402	291855
41743	291845
17536	291815
34413	291787
24276	291754
39438	291753
23484	291708
897	291495
13093	291450
23629	291439
16887	291415
2014	291412
4672	291404
44638	291368
28031	291339
11595	291326
46942	291323
35679	291315
29912	291139
10977	291132
38495	291125
4379	291074
19183	291061
10587	291049
46479	291035
34355	291015
9885	291009
34987	290967
18566	290817
20989	290795
26255	290761
3339	290751
27451	290722
37356	290699
25315	290687
48114	290599
49350	290576
12348	290537
31355	290521
6382	290398
25828	290389
10484	290313
29988	290313
35219	290264
43567	290227
25391	290179
5276	290103
25006	290083
5164	290043
36868	289985
37621	289889
41949	289743
663	289727
43185	289646
34395	289592
43416	289548
38425	289544
46039	289487
30485	289461
30826	289461
36821	289391
36747	289386
36009	289169
42271	289153
42371	289068
42619	289030
46921	289016
41490	288942
16566	288929
17072	288855
22496	288854
45597	288817
5945	288732
47861	288723
36466	288712
48692	288700
14853	288695
33688	288606
48718	288496
12985	288482
22763	288432
19104	288430
18324	288265
28921	288251
29250	288220
11955	288105
39242	288094
40156	288085
28520	288069
14627	287841
43935	287775
32439	287599
21718	287597
7271	287586
25332	287519
37784	287454
43329	287443
11858	287439
2358	287414
3300	287399
5065	287278
44210	287266
41655	287240
49804	287238
4982	287179
28035	287178
36894	287123
15760	287003
9579	286690
10483	286619
49628	286507
1640	286478
23818	286444
4909	286412
13635	286378
27846	286363
2642	286337
10718	286332
1277	286293
29244	286288
47157	286233
47537	286200
24640	286197
712	286149
32558	286119
3587	286072
23455	285944
25705	285907
6000	285900
21999	285817
48003	285785
4058	285759
21281	285735
19863	285734
48272	285734
37380	285727
36985	285718
857	285707
41903	285678
4622	285672
11217	285639
3126	285606
17893	285560
47521	285513
26883	285508
38925	285481
43714	285455
1693	285432
25330	285426
48789	285424
9740	285363
5288	285360
20036	285332
11233	285301
40131	285273
9721	285264
36973	285259
20069	285227
19564	285157
17722	285106
43396	285097
45702	285074
15156	285057
22515	285013
15666	285005
6015	284982
10135	284981
15645	284981
1390	284976
21224	284971
24674	284956
29120	284858
11870	284847
43174	284780
34843	284741
33115	284688
41231	284680
36528	284676
14530	284643
11244	284631
33937	284504
3608	284451
24331	284414
38306	284349
2081	284331
36066	284269
34862	284184
46937	284150
17056	284127
24410	284120
36836	284053
18761	284014
33007	283997
39911	283997
2951	283996
33566	283978
21335	283938
7184	283937
14582	283935
12022	283922
9105	283919
9240	283911
8537	283910
27782	283819
19154	283809
36717	283805
34944	283765
14619	283744
41703	283713
40296	283611
16330	283533
35173	283494
7423	283371
46906	283286
22196	283258
21040	283255
49827	283244
41209	283170
48346	283128
24753	283113
49836	283105
11008	283038
28530	283012
566	282981
47796	282953
22470	282949
21047	282929
40042	282844
43357	282825
34624	282817
32343	282755
10134	282753
10897	282749
37549	282723
17781	282706
1703	282627
6940	282557
23568	282537
48988	282486
8234	282479
6968	282458
10067	282407
8189	282387
35881	282341
43428	282303
8594	282198
31032	282167
13253	282127
45602	282118
28063	282089
27510	282030
49330	281980
43809	281921
32901	281899
19602	281870
22581	281735
35190	281627
16472	281569
43308	281549
35182	281518
46952	281473
4676	281362
31856	281333
42780	281300
24364	281155
48592	281103
9675	281071
10081	281057
49809	281036
13269	281034
30493	281006
10467	281001
11086	280942
16659	280937
9048	280871
20632	280844
22885	280778
36448	280770
49755	280745
17519	280734
43755	280677
12354	280674
18674	280578
47672	280565
1542	280544
42704	280512
9067	280455
22081	280418
5810	280288
3880	280226
49448	280208
545	280199
12096	280198
20341	280161
12875	280150
34647	280125
14260	280066
31331	280021
40995	280012
26123	279965
21453	279964
30068	279959
19567	279904
1007	279901
34165	279887
29569	279784
28644	279713
38134	279674
38646	279593
44412	279522
73	279438
2904	279367
9572	279322
46711	279268
429	279263
30077	279227
31918	279224
18737	279153
29982	279059
45419	279052
21594	279004
7324	278994
20353	278992
47794	278985
26229	278923
36426	278912
28014	278909
4461	278896
43277	278831
43334	278782
43198	278760
41243	278722
2692	278555
45643	278545
9010	278478
49076	278398
450	278372
7394	278356
30548	278353
13119	278342
24673	278342
10577	278171
13665	278156
35441	278057
12379	278052
12794	277946
48801	277945
45450	277936
48322	277924
49000	277920
40621	277902
2817	277883
744	277870
41025	277863
40431	277861
12879	277854
22001	277851
12114	277844
32405	277764
18548	277733
30798	277580
24544	277520
36453	277513
872	277391
17888	277380
33473	277377
46232	277352
17385	277343
21830	277338
12294	277290
29845	277237
2315	277230
36190	277203
45129	277192
5346	277157
14943	277087
3232	276898
49266	276827
9300	276823
5093	276801
47639	276750
18507	276739
27669	276675
2452	276669
42396	276669
28834	276655
31839	276640
32875	276625
16245	276507
49684	276486
13147	276447
29886	276394
27620	276382
35302	276364
38428	276357
15792	276344
3423	276320
3296	276200
27361	276156
22311	276129
22151	276123
11506	275877
11938	275876
4071	275873
11134	275801
11634	275791
26150	275774
10798	275771
13005	275742
21129	275652
18725	275595
26289	275592
49978	275558
25578	275552
21621	275530
18975	275496
31462	275487
46518	275468
5806	275467
30988	275450
18533	275372
48555	275366
43346	275349
19985	275333
1625	275289
39024	275268
34101	275267
25053	275261
9350	275210
41745	275209
38421	275198
48065	275192
17162	275179
48602	275171
23628	275157
23408	275145
9882	275128
5943	275116
273	275105
1923	275084
12388	275066
39737	275036
10502	275034
29585	275025
17225	275021
15031	274897
8663	274830
17444	274814
21563	274810
9892	274757
19199	274606
26048	274552
14231	274535
46389	274470
18583	274433
41406	274404
37695	274377
719	274369
29269	274333
40002	274322
8320	274318
19365	274287
19115	274283
31483	274243
19827	274229
1912	274179
9772	274171
36374	274134
16655	274055
31496	274045
71	273982
26963	273961
43960	273861
47416	273735
21075	273711
1338	273705
21528	273575
15617	273545
8574	273472
17054	273416
11333	273412
29101	273382
26299	273286
37311	273222
3672	273204
913	273162
28943	273161
26808	273160
49234	273102
25617	273072
27047	273045
45625	273016
813	273010
40520	272999
28105	272972
47355	272932
21649	272926
7887	272870
3854	272840
19018	272838
22681	272836
2541	272772
48751	272754
26886	272732
29079	272690
40215	272690
19988	272689
14341	272685
5673	272642
8182	272634
12028	272578
27166	272496
31133	272470
26715	272430
6021	272339
24586	272335
14784	272333
41179	272309
41038	272306
10758	272249
41938	272232
17210	272218
4322	272182
1004	272118
27457	272109
48780	272100
13003	272071
31820	271995
33674	271988
21262	271965
12327	271871
8785	271866
24148	271791
3303	271721
12067	271719
30995	271662
9440	271644
36756	271636
28077	271608
29833	271595
18168	271584
42233	271460
15561	271436
3883	271424
49614	271422
8494	271393
14886	271380
45233	271319
9085	271292
34279	271118
3275	271070
42037	271063
8978	271041
42829	271007
47505	271004
8941	270993
15424	270961
5197	270927
40572	270921
28110	270899
25720	270860
19309	270837
15950	270823
18567	270749
45542	270744
27212	270742
24902	270716
21095	270675
7294	270663
4599	270616
30554	270610
27995	270587
49036	270587
31934	270577
45520	270538
11774	270536
38007	270524
47258	270481
48024	270478
15012	270434
47353	270429
30413	270420
23720	270413
1793	270379
31747	270361
46187	270358
35439	270317
37071	270314
9821	270309
45329	270307
20072	270275
12574	270268
15113	270264
16521	270214
36862	270134
21142	270107
2438	270085
16299	269850
11374	269807
23950	269797
21414	269773
27717	269770
5418	269670
39487	269645
1550	269625
47134	269599
4958	269581
7065	269579
39179	269550
20200	269546
989	269538
1518	269495
30055	269460
27622	269456
8253	269416
49179	269370
40032	269345
33273	269274
42759	269224
5428	269203
35101	269194
38685	269169
4497	269159
9429	269122
31008	269094
48817	269092
5562	269004
37241	268949
38978	268948
20998	268933
46767	268862
14157	268853
26795	268840
36435	268812
12602	268795
12315	268786
21561	268735
20478	268710
26563	268618
27868	268597
36515	268546
19364	268531
39707	268492
43273	268340
19394	268332
22802	268327
32062	268304
35630	268303
26129	268252
1585	268248
4927	268243
43053	268227
48401	268181
36847	268158
24895	268125
37094	268067
45405	268060
45527	268058
6646	268046
34621	268016
17293	267962
38820	267943
30996	267937
5846	267895
30475	267879
21016	267867
6954	267858
16481	267854
43739	267810
39512	267802
12232	267797
14352	267792
6134	267771
13216	267708
11265	267617
15144	267570
15338	267543
24095	267533
7630	267504
29395	267455
47601	267427
25977	267413
11534	267402
40031	267306
5811	267261
35250	267231
40867	267196
20088	267193
19008	267170
19983	267154
20264	267133
41921	267115
8970	267110
27096	267101
5259	267088
32515	267080
32521	267028
11706	267026
5893	266895
45669	266874
15539	266864
38689	266837
21754	266832
10868	266817
12716	266805
43247	266803
25442	266780
30223	266780
38769	266746
41286	266723
41998	266708
18667	266669
41263	266639
45728	266631
5333	266618
35609	266590
14315	266571
35036	266541
34781	266539
39108	266537
47829	266530
42591	266519
42109	266449
34062	266436
28996	266394
7509	266362
24152	266334
11500	266304
22127	266281
42391	266269
32629	266229
17102	266202
41946	266178
41200	266094
10578	266072
23214	266059
40294	266042
7830	266019
17188	266016
31228	265999
43218	265998
25329	265933
25494	265885
14276	265837
1433	265819
18897	265799
42503	265782
44074	265780
47675	265751
4844	265728
3187	265682
7051	265653
18877	265616
31427	265595
14450	265578
25192	265568
39711	265539
39176	265534
22171	265512
46224	265509
17587	265427
4993	265423
8477	265381
23697	265374
8003	265319
41140	265233
44365	265225
14226	265186
18233	265184
38511	265181
44601	265131
593	265102
48551	265072
9215	265058
39747	265045
22364	265044
38060	265037
2115	265022
7807	265013
46823	264987
18579	264953
29167	264921
39291	264848
10298	264843
28682	264838
19768	264821
14552	264798
5967	264692
35416	264618
30984	264593
46651	264557
11808	264533
46924	264491
33227	264463
24097	264462
35575	264458
33437	264419
11798	264395
24705	264386
4136	264376
44033	264375
22782	264311
11543	264188
23562	264165
37696	264155
38807	264121
24515	264020
38118	263972
11679	263959
13309	263944
3399	263911
47518	263899
5377	263881
47149	263877
37066	263850
3519	263746
3128	263723
41204	263685
27701	263679
23580	263641
7742	263600
14665	263588
39949	263584
24057	263576
28787	263566
34536	263550
38929	263514
22302	263476
13472	263470
31489	263434
1777	263405
35844	263403
852	263401
46811	263366
22490	263356
10668	263311
43598	263222
22	263214
28242	263204
31980	263191
4806	263161
14587	263118
16819	263107
42600	263102
39848	263079
24719	263030
44266	263023
16890	263014
36487	262989
8729	262933
6356	262919
42631	262912
26438	262888
23593	262843
2727	262839
221	262824
35639	262806
30106	262780
41337	262766
26076	262756
13078	262728
31041	262723
32265	262710
2051	262683
32885	262624
8688	262588
45937	262566
3306	262559
48053	262524
38874	262451
27453	262442
11993	262431
17524	262411
35324	262379
1529	262334
588	262300
23909	262274
14392	262271
36455	262231
29710	262219
31123	262209
35963	262193
13612	262157
171	262125
2266	262086
18974	262071
42463	262053
43798	262031
16033	261992
24537	261992
20230	261951
48441	261931
23837	261911
48883	261899
17437	261887
46934	261856
37471	261832
4730	261826
28513	261776
5552	261750
32159	261748
17456	261703
40397	261656
16974	261651
9907	261638
23118	261608
41682	261599
47631	261595
12247	261568
41106	261568
46390	261567
24913	261499
44303	261498
13447	261492
28076	261478
13998	261440
46880	261434
10272	261433
26303	261428
29786	261419
14332	261408
34013	261377
18734	261343
14421	261336
23735	261302
44899	261302
12202	261248
29076	261246
40367	261226
39651	261167
25342	261154
27786	261136
8953	261105
42577	261098
30932	261069
11264	261042
4628	261030
39742	260995
27519	260984
32211	260976
38237	260973
29489	260963
22471	260960
5956	260902
5928	260879
20787	260829
14461	260785
29056	260754
10209	260747
7721	260690
20509	260671
31079	260657
2167	260647
36820	260624
16876	260623
40759	260594
3426	260585
19116	260550
31275	260546
10139	260540
40388	260540
44293	260520
32449	260504
44609	260495
45535	260458
12497	260401
32715	260395
29781	260294
30814	260280
7587	260271
27007	260244
23296	260243
5080	260199
24077	260185
7471	260172
7242	260156
19669	260137
12783	260134
28392	260082
23817	260052
31135	260014
1281	260002
16812	259981
42324	259953
12167	259952
33655	259926
4135	259913
31426	259904
23812	259894
44924	259891
30243	259773
35048	259768
37055	259718
41794	259700
23953	259698
26353	259668
33405	259666
23201	259627
34208	259627
30083	259612
37200	259564
46112	259469
16344	259421
37522	259378
44787	259351
46168	259302
22534	259298
39740	259271
5901	259269
21529	259257
5881	259244
29872	259223
18309	259215
47874	259125
46107	259065
19194	259054
15057	259029
40581	258975
14189	258955
21125	258906
14037	258899
27694	258858
2288	258850
21490	258850
38998	258841
48864	258837
17458	258819
40659	258798
14576	258761
18076	258726
40171	258723
34367	258681
40725	258657
35633	258644
23848	258621
25491	258619
43024	258578
9179	258571
21060	258565
5167	258545
7329	258523
33270	258500
14061	258474
27831	258369
24904	258340
47764	258329
14410	258314
31514	258305
13054	258270
9111	258236
38659	258209
14466	258083
25378	258035
14068	258019
23501	258002
31235	257977
7390	257973
9484	257971
6210	257945
47576	257929
24242	257923
43100	257919
27331	257872
32728	257795
40204	257774
30627	257732
24793	257697
22906	257677
15733	257662
3330	257642
5034	257636
18006	257634
39649	257605
11297	257595
8371	257556
27917	257518
37232	257450
44178	257442
44999	257402
25509	257377
42662	257339
49762	257287
32455	257285
41086	257253
36647	257248
2510	257221
45686	257219
22675	257137
28276	257130
2720	257124
33556	257119
27679	257113
32043	257090
11939	257080
9385	257012
25502	256977
14772	256931
47512	256899
4264	256874
24283	256872
43563	256860
1690	256787
5841	256784
19587	256761
13290	256756
31693	256740
49053	256728
48891	256721
32	256692
39494	256667
27496	256645
38228	256633
20157	256579
42529	256553
16248	256548
47205	256525
24879	256405
5000	256404
27628	256401
1918	256397
12113	256337
26874	256326
11214	256324
10490	256321
29799	256302
7967	256284
31260	256277
32462	256267
19013	256246
47035	256245
22000	256181
32877	256166
48967	256164
49010	256141
49380	256141
48735	256118
3809	256116
18793	256106
33300	256048
20610	256023
32166	256016
8933	255966
21931	255936
44471	255882
25540	255809
